facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,image4_1,image4_2,image4_3,query
information about the drafting of the Declaration of Independence,F0135,133,all men are created equal,133_Q03598_2402_1.jpg,133_Q03598_2402_2.jpg,133_Q03598_2402_3.jpg,133_Q03764_3859_1.jpg,133_Q03764_3859_2.jpg,133_Q03764_3859_3.jpg,133_Q03745_1273_1.jpg,133_Q03745_1273_2.jpg,133_Q03745_1273_3.jpg,133_Q04637_695_1.jpg,133_Q04637_695_2.jpg,133_Q04637_695_3.jpg,Learn about the drafting of the Declaration of Independence.
How are VLDL levels determined?,F0931,67,vldl levels,67_Q00536_2437_1.jpg,67_Q00536_2437_2.jpg,67_Q00536_2437_3.jpg,67_Q00249_819_1.jpg,67_Q00249_819_2.jpg,67_Q00249_819_3.jpg,67_Q03837_3578_1.jpg,67_Q03837_3578_2.jpg,67_Q03837_3578_3.jpg,67_Q02842_1205_1.jpg,67_Q02842_1205_2.jpg,67_Q02842_1205_3.jpg,Exploring data visuals relating to VLDL levels and understanding how VLDL levels are determined to identify if they are normal or abnormal.
What is the material PVC?,F0935,68,pvc,68_Q04068_126_1.jpg,68_Q04068_126_2.jpg,68_Q04068_126_3.jpg,68_Q02911_1099_1.jpg,68_Q02911_1099_2.jpg,68_Q02911_1099_3.jpg,68_Q00076_1480_1.jpg,68_Q00076_1480_2.jpg,68_Q00076_1480_3.jpg,68_Q00238_2918_1.jpg,68_Q00238_2918_2.jpg,68_Q00238_2918_3.jpg,Interested in how PVC is made.
What is the history of the Beatles rock band?,F0226,157,the beatles rock band,157_Q01155_3286_1.jpg,157_Q01155_3286_2.jpg,157_Q01155_3286_3.jpg,157_Q04177_235_1.jpg,157_Q04177_235_2.jpg,157_Q04177_235_3.jpg,157_Q04174_232_1.jpg,157_Q04174_232_2.jpg,157_Q04174_232_3.jpg,157_Q01917_561_1.jpg,157_Q01917_561_2.jpg,157_Q01917_561_3.jpg,Interested in the history of The Beatles as a rock band.
Where can I buy rock and roll posters?,F0311,174,rock art,174_Q04997_1055_1.jpg,174_Q04997_1055_2.jpg,174_Q04997_1055_3.jpg,174_Q02096_1790_1.jpg,174_Q02096_1790_2.jpg,174_Q02096_1790_3.jpg,174_Q03440_1704_1.jpg,174_Q03440_1704_2.jpg,174_Q03440_1704_3.jpg,174_Q04999_1057_1.jpg,174_Q04999_1057_2.jpg,174_Q04999_1057_3.jpg,Looking for places to buy rock and roll posters.
Find information on the different varieties of figs.,F0216,154,figs,154_Q04869_927_1.jpg,154_Q04869_927_2.jpg,154_Q04869_927_3.jpg,154_Q02564_3269_1.jpg,154_Q02564_3269_2.jpg,154_Q02564_3269_3.jpg,154_Q03527_3834_1.jpg,154_Q03527_3834_2.jpg,154_Q03527_3834_3.jpg,154_Q04868_926_1.jpg,154_Q04868_926_2.jpg,154_Q04868_926_3.jpg,Learning about the various types and characteristics of figs.
Who got an Academy Award nomination for Doctor Zhivago?,F0447,208,doctor zhivago,208_Q02122_1072_1.jpg,208_Q02122_1072_2.jpg,208_Q02122_1072_3.jpg,208_Q03292_3046_1.jpg,208_Q03292_3046_2.jpg,208_Q03292_3046_3.jpg,208_Q04314_372_1.jpg,208_Q04314_372_2.jpg,208_Q04314_372_3.jpg,208_Q02554_1444_1.jpg,208_Q02554_1444_2.jpg,208_Q02554_1444_3.jpg,Find out who received an Academy Award nomination for the film Doctor Zhivago.
What wind speed defines an F5 tornado?,F0641,265,F5 tornado,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,265_Q04359_417_1.jpg,265_Q04359_417_2.jpg,265_Q04359_417_3.jpg,265_Q02550_1400_1.jpg,265_Q02550_1400_2.jpg,265_Q02550_1400_3.jpg,265_Q02796_1516_1.jpg,265_Q02796_1516_2.jpg,265_Q02796_1516_3.jpg,"Understanding the wind speeds associated with tornadoes, particularly those of an F5 tornado, and how strong the wind must be for a tornado to become classified as an F5."
Find real estate listings for Roosevelt Island (NY).,F0574,245,roosevelt island,245_Q01820_971_1.jpg,245_Q01820_971_2.jpg,245_Q01820_971_3.jpg,245_Q02755_30_1.jpg,245_Q02755_30_2.jpg,245_Q02755_30_3.jpg,245_Q03696_594_1.jpg,245_Q03696_594_2.jpg,245_Q03696_594_3.jpg,245_Q03820_2993_1.jpg,245_Q03820_2993_2.jpg,245_Q03820_2993_3.jpg,Finding real estate listings for Roosevelt Island (NY).
What went into writing/publishing the book Doctor Zhivago?,F0445,208,doctor zhivago,208_Q01279_1726_1.jpg,208_Q01279_1726_2.jpg,208_Q01279_1726_3.jpg,208_Q01248_1660_1.jpg,208_Q01248_1660_2.jpg,208_Q01248_1660_3.jpg,208_Q04312_370_1.jpg,208_Q04312_370_2.jpg,208_Q04312_370_3.jpg,208_Q00158_3202_1.jpg,208_Q00158_3202_2.jpg,208_Q00158_3202_3.jpg,Interested in Boris Pasternak and the writing/publishing of the book Doctor Zhivago.
What went into writing/publishing the book Doctor Zhivago?,F0445,208,doctor zhivago,208_Q03415_549_1.jpg,208_Q03415_549_2.jpg,208_Q03415_549_3.jpg,208_Q01248_1660_1.jpg,208_Q01248_1660_2.jpg,208_Q01248_1660_3.jpg,208_Q04313_371_1.jpg,208_Q04313_371_2.jpg,208_Q04313_371_3.jpg,208_Q01279_1726_1.jpg,208_Q01279_1726_2.jpg,208_Q01279_1726_3.jpg,Learn about the writing of the book featured in the first image.
Find information on mini gastric bypass surgery.,F1034,90,mgb,90_Q05229_1287_1.jpg,90_Q05229_1287_2.jpg,90_Q05229_1287_3.jpg,90_Q05228_1286_1.jpg,90_Q05228_1286_2.jpg,90_Q05228_1286_3.jpg,90_Q05232_1290_1.jpg,90_Q05232_1290_2.jpg,90_Q05232_1290_3.jpg,90_Q00867_2893_1.jpg,90_Q00867_2893_2.jpg,90_Q00867_2893_3.jpg,Requesting information on mini gastric bypass surgery.
Find contact information for the California FTB.,F0073,116,california franchise tax board,116_Q02471_2677_1.jpg,116_Q02471_2677_2.jpg,116_Q02471_2677_3.jpg,116_Q03944_2_1.jpg,116_Q03944_2_2.jpg,116_Q03944_2_3.jpg,116_Q01683_147_1.jpg,116_Q01683_147_2.jpg,116_Q01683_147_3.jpg,116_Q03942_0_1.jpg,116_Q03942_0_2.jpg,116_Q03942_0_3.jpg,Finding contact information for the California Franchise Tax Board (FTB).
I'm looking for baseball scores and information on upcoming live broadcast games.,F0194,15,espn sports,15_Q01815_77_1.jpg,15_Q01815_77_2.jpg,15_Q01815_77_3.jpg,15_Q02273_151_1.jpg,15_Q02273_151_2.jpg,15_Q02273_151_3.jpg,15_Q05610_1668_1.jpg,15_Q05610_1668_2.jpg,15_Q05610_1668_3.jpg,15_Q05608_1666_1.jpg,15_Q05608_1666_2.jpg,15_Q05608_1666_3.jpg,The user is interested in baseball scores and information about upcoming live broadcasts on ESPN.
What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q05615_1673_1.jpg,213_Q05615_1673_2.jpg,213_Q05615_1673_3.jpg,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,213_Q05614_1672_1.jpg,213_Q05614_1672_2.jpg,213_Q05614_1672_3.jpg,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,Understanding the recovery prospects for carpal tunnel syndrome surgical patients.
Find instructions for grilling chicken.,F0245,160,grilling,160_Q05042_1100_1.jpg,160_Q05042_1100_2.jpg,160_Q05042_1100_3.jpg,160_Q00624_2432_1.jpg,160_Q00624_2432_2.jpg,160_Q00624_2432_3.jpg,160_Q00218_1794_1.jpg,160_Q00218_1794_2.jpg,160_Q00218_1794_3.jpg,160_Q02432_3898_1.jpg,160_Q02432_3898_2.jpg,160_Q02432_3898_3.jpg,Find instructions for grilling chicken.
What is the medical term for male menopause?,F0511,222,male menopause,222_Q04568_626_1.jpg,222_Q04568_626_2.jpg,222_Q04568_626_3.jpg,222_Q03645_3923_1.jpg,222_Q03645_3923_2.jpg,222_Q03645_3923_3.jpg,222_Q00578_1377_1.jpg,222_Q00578_1377_2.jpg,222_Q00578_1377_3.jpg,222_Q02251_1125_1.jpg,222_Q02251_1125_2.jpg,222_Q02251_1125_3.jpg,The user wants to know the medical term for male menopause.
What does the US capital tax rate consist of and how is it broken down?,F0481,214,capital gains tax rate,214_Q03474_2102_1.jpg,214_Q03474_2102_2.jpg,214_Q03474_2102_3.jpg,214_Q01559_1687_1.jpg,214_Q01559_1687_2.jpg,214_Q01559_1687_3.jpg,214_Q02742_1598_1.jpg,214_Q02742_1598_2.jpg,214_Q02742_1598_3.jpg,214_Q01768_2269_1.jpg,214_Q01768_2269_2.jpg,214_Q01768_2269_3.jpg,The user is interested in a table outlining the current US capital gains tax rates and how they are broken down.
Find instructions for grilling chicken.,F0245,160,grilling,160_Q00661_740_1.jpg,160_Q00661_740_2.jpg,160_Q00661_740_3.jpg,160_Q05044_1102_1.jpg,160_Q05044_1102_2.jpg,160_Q05044_1102_3.jpg,160_Q05043_1101_1.jpg,160_Q05043_1101_2.jpg,160_Q05043_1101_3.jpg,160_Q00217_2682_1.jpg,160_Q00217_2682_2.jpg,160_Q00217_2682_3.jpg,The user is seeking general instructions and information on different methods and tools for grilling chicken.
"""What are the names of the cast members of the movie """"Bewitched""""?""",F0683,277,bewitched cast,277_Q03285_3317_1.jpg,277_Q03285_3317_2.jpg,277_Q03285_3317_3.jpg,277_Q03268_3597_1.jpg,277_Q03268_3597_2.jpg,277_Q03268_3597_3.jpg,277_Q03264_2154_1.jpg,277_Q03264_2154_2.jpg,277_Q03264_2154_3.jpg,277_Q03284_1038_1.jpg,277_Q03284_1038_2.jpg,277_Q03284_1038_3.jpg,Obtain names of the original Bewitched cast members.
Find Mister Rogers videos.,F0688,278,mister rogers,278_Q00067_3026_1.jpg,278_Q00067_3026_2.jpg,278_Q00067_3026_3.jpg,278_Q03400_2532_1.jpg,278_Q03400_2532_2.jpg,278_Q03400_2532_3.jpg,278_Q03168_2834_1.jpg,278_Q03168_2834_2.jpg,278_Q03168_2834_3.jpg,278_Q04470_528_1.jpg,278_Q04470_528_2.jpg,278_Q04470_528_3.jpg,Finding Mister Rogers videos.
How do I weather strip my sliding glass door?,F0318,176,weather strip,176_Q05625_1683_1.jpg,176_Q05625_1683_2.jpg,176_Q05625_1683_3.jpg,176_Q05628_1686_1.jpg,176_Q05628_1686_2.jpg,176_Q05628_1686_3.jpg,176_Q05623_1681_1.jpg,176_Q05623_1681_2.jpg,176_Q05623_1681_3.jpg,176_Q03221_3485_1.jpg,176_Q03221_3485_2.jpg,176_Q03221_3485_3.jpg,The intent is to find information on weather stripping for a sliding glass door to improve its insulation.
Find penguin photos.,F0894,58,penguins,58_Q03314_867_1.jpg,58_Q03314_867_2.jpg,58_Q03314_867_3.jpg,58_Q01954_3197_1.jpg,58_Q01954_3197_2.jpg,58_Q01954_3197_3.jpg,58_Q00406_3537_1.jpg,58_Q00406_3537_2.jpg,58_Q00406_3537_3.jpg,58_Q00121_2853_1.jpg,58_Q00121_2853_2.jpg,58_Q00121_2853_3.jpg,The user wants information about a specific penguin photo.
"Go to the homepage for the AVP, sponsor of professional beach volleyball events.",F0863,52,avp,52_Q05295_1353_1.jpg,52_Q05295_1353_2.jpg,52_Q05295_1353_3.jpg,52_Q05292_1350_1.jpg,52_Q05292_1350_2.jpg,52_Q05292_1350_3.jpg,52_Q01093_3101_1.jpg,52_Q01093_3101_2.jpg,52_Q01093_3101_3.jpg,52_Q05294_1352_1.jpg,52_Q05294_1352_2.jpg,52_Q05294_1352_3.jpg,The user is interested in the AVP as a sponsor of professional beach volleyball events and wants to visit their homepage.
Find pictures of Barrett's Esophagus.,F0602,254,barrett's esophagus,254_Q03429_2556_1.jpg,254_Q03429_2556_2.jpg,254_Q03429_2556_3.jpg,254_Q02390_3414_1.jpg,254_Q02390_3414_2.jpg,254_Q02390_3414_3.jpg,254_Q03350_1759_1.jpg,254_Q03350_1759_2.jpg,254_Q03350_1759_3.jpg,254_Q03833_1985_1.jpg,254_Q03833_1985_2.jpg,254_Q03833_1985_3.jpg,Wants to see pictures and get information related to Barrett's Esophagus.
product reviews for the HP Mini 2140 notebook computer,F0061,113,hp mini 2140,113_Q02246_3553_1.jpg,113_Q02246_3553_2.jpg,113_Q02246_3553_3.jpg,113_Q04108_166_1.jpg,113_Q04108_166_2.jpg,113_Q04108_166_3.jpg,113_Q02238_1264_1.jpg,113_Q02238_1264_2.jpg,113_Q02238_1264_3.jpg,113_Q04111_169_1.jpg,113_Q04111_169_2.jpg,113_Q04111_169_3.jpg,Interested in the price and product reviews of the HP Mini 2140.
Find information about penguins.,F0893,58,penguins,58_Q00344_945_1.jpg,58_Q00344_945_2.jpg,58_Q00344_945_3.jpg,58_Q04172_230_1.jpg,58_Q04172_230_2.jpg,58_Q04172_230_3.jpg,58_Q00479_3487_1.jpg,58_Q00479_3487_2.jpg,58_Q00479_3487_3.jpg,58_Q04169_227_1.jpg,58_Q04169_227_2.jpg,58_Q04169_227_3.jpg,Find information about young penguins.
Is pink slime used in school lunches?,F0764,299,pink slime in ground beef,299_Q02263_2175_1.jpg,299_Q02263_2175_2.jpg,299_Q02263_2175_3.jpg,299_Q02265_1230_1.jpg,299_Q02265_1230_2.jpg,299_Q02265_1230_3.jpg,299_Q00375_307_1.jpg,299_Q00375_307_2.jpg,299_Q00375_307_3.jpg,299_Q01268_145_1.jpg,299_Q01268_145_2.jpg,299_Q01268_145_3.jpg,The user is curious about where pink slime might be integrated and wants to know if it ends up in school lunches.
What kinds of jobs are most common in the state of Connecticut?,F0889,57,ct jobs,57_Q04827_885_1.jpg,57_Q04827_885_2.jpg,57_Q04827_885_3.jpg,57_Q04828_886_1.jpg,57_Q04828_886_2.jpg,57_Q04828_886_3.jpg,57_Q00791_638_1.jpg,57_Q00791_638_2.jpg,57_Q00791_638_3.jpg,57_Q04831_889_1.jpg,57_Q04831_889_2.jpg,57_Q04831_889_3.jpg,Learn about common and available technician jobs in the state of Connecticut.
"I am looking for newcomer information for Cass County, Missouri.",F0033,107,cass county missouri,107_Q03544_37_1.jpg,107_Q03544_37_2.jpg,107_Q03544_37_3.jpg,107_Q04125_183_1.jpg,107_Q04125_183_2.jpg,107_Q04125_183_3.jpg,107_Q00685_2871_1.jpg,107_Q00685_2871_2.jpg,107_Q00685_2871_3.jpg,107_Q03041_338_1.jpg,107_Q03041_338_2.jpg,107_Q03041_338_3.jpg,"Gathering newcomer information for neighborhoods in Cass County, Missouri."
Who holds the NBA record for most assists?,F0504,220,nba records,220_Q02604_98_1.jpg,220_Q02604_98_2.jpg,220_Q02604_98_3.jpg,220_Q02853_3017_1.jpg,220_Q02853_3017_2.jpg,220_Q02853_3017_3.jpg,220_Q02852_739_1.jpg,220_Q02852_739_2.jpg,220_Q02852_739_3.jpg,220_Q04910_968_1.jpg,220_Q04910_968_2.jpg,220_Q04910_968_3.jpg,The user is interested in knowing who holds the NBA record for most assists.
What are the names of some flowering plants?,F0747,294,flowering plants,294_Q02507_3896_1.jpg,294_Q02507_3896_2.jpg,294_Q02507_3896_3.jpg,294_Q00250_111_1.jpg,294_Q00250_111_2.jpg,294_Q00250_111_3.jpg,294_Q04369_427_1.jpg,294_Q04369_427_2.jpg,294_Q04369_427_3.jpg,294_Q04364_422_1.jpg,294_Q04364_422_2.jpg,294_Q04364_422_3.jpg,Interested in seeing pictures of flowering plants and learning their names.
"What different kinds of toilets exist, and how do they differ?",F0810,4,toilet,4_Q01104_3410_1.jpg,4_Q01104_3410_2.jpg,4_Q01104_3410_3.jpg,4_Q03580_154_1.jpg,4_Q03580_154_2.jpg,4_Q03580_154_3.jpg,4_Q04767_825_1.jpg,4_Q04767_825_2.jpg,4_Q04767_825_3.jpg,4_Q01654_1470_1.jpg,4_Q01654_1470_2.jpg,4_Q01654_1470_3.jpg,Exploring various types of toilets and understanding what differentiates them.
What are the treatments for altitude sickness?,F0756,297,altitude sickness,297_Q01094_1317_1.jpg,297_Q01094_1317_2.jpg,297_Q01094_1317_3.jpg,297_Q04660_718_1.jpg,297_Q04660_718_2.jpg,297_Q04660_718_3.jpg,297_Q01727_109_1.jpg,297_Q01727_109_2.jpg,297_Q01727_109_3.jpg,297_Q02083_142_1.jpg,297_Q02083_142_2.jpg,297_Q02083_142_3.jpg,Understanding the causes of altitude sickness and learning about ways to address and cure it.
What are the names of some flowering plants?,F0747,294,flowering plants,294_Q02534_2639_1.jpg,294_Q02534_2639_2.jpg,294_Q02534_2639_3.jpg,294_Q00207_3528_1.jpg,294_Q00207_3528_2.jpg,294_Q00207_3528_3.jpg,294_Q03461_565_1.jpg,294_Q03461_565_2.jpg,294_Q03461_565_3.jpg,294_Q04364_422_1.jpg,294_Q04364_422_2.jpg,294_Q04364_422_3.jpg,Explore pictures and names of common flowering plants.
What are the specifications of the PlayStation 2 console?,F0733,29,ps 2 games,29_Q00348_629_1.jpg,29_Q00348_629_2.jpg,29_Q00348_629_3.jpg,29_Q01039_2621_1.jpg,29_Q01039_2621_2.jpg,29_Q01039_2621_3.jpg,29_Q03325_2472_1.jpg,29_Q03325_2472_2.jpg,29_Q03325_2472_3.jpg,29_Q04893_951_1.jpg,29_Q04893_951_2.jpg,29_Q04893_951_3.jpg,Gather information about the PlayStation 2 console.
What are the treatments for altitude sickness?,F0756,297,altitude sickness,297_Q02249_1604_1.jpg,297_Q02249_1604_2.jpg,297_Q02249_1604_3.jpg,297_Q01094_1317_1.jpg,297_Q01094_1317_2.jpg,297_Q01094_1317_3.jpg,297_Q04659_717_1.jpg,297_Q04659_717_2.jpg,297_Q04659_717_3.jpg,297_Q02083_142_1.jpg,297_Q02083_142_2.jpg,297_Q02083_142_3.jpg,Learn about treatments for altitude sickness.
What are the recovery prospects for CTS surgical patients?,F0480,213,carpal tunnel syndrome,213_Q02250_2052_1.jpg,213_Q02250_2052_2.jpg,213_Q02250_2052_3.jpg,213_Q00415_2004_1.jpg,213_Q00415_2004_2.jpg,213_Q00415_2004_3.jpg,213_Q05612_1670_1.jpg,213_Q05612_1670_2.jpg,213_Q05612_1670_3.jpg,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,Looking into recovery outcomes for carpal tunnel syndrome surgical patients.
What's in a computer science degree program?,F0269,166,computer programming,166_Q05270_1328_1.jpg,166_Q05270_1328_2.jpg,166_Q05270_1328_3.jpg,166_Q00353_1167_1.jpg,166_Q00353_1167_2.jpg,166_Q00353_1167_3.jpg,166_Q05273_1331_1.jpg,166_Q05273_1331_2.jpg,166_Q05273_1331_3.jpg,166_Q01599_611_1.jpg,166_Q01599_611_2.jpg,166_Q01599_611_3.jpg,Learn about the contents of a computer science degree program.
Who got an Academy Award nomination for Doctor Zhivago?,F0447,208,doctor zhivago,208_Q01204_421_1.jpg,208_Q01204_421_2.jpg,208_Q01204_421_3.jpg,208_Q02554_1444_1.jpg,208_Q02554_1444_2.jpg,208_Q02554_1444_3.jpg,208_Q02122_1072_1.jpg,208_Q02122_1072_2.jpg,208_Q02122_1072_3.jpg,208_Q01483_1144_1.jpg,208_Q01483_1144_2.jpg,208_Q01483_1144_3.jpg,"The user is interested in knowing which actor received an Academy Award nomination for their role in the movie ""Doctor Zhivago."""
What is the best internet phone service?,F0366,188,internet phone service,188_Q05632_1690_1.jpg,188_Q05632_1690_2.jpg,188_Q05632_1690_3.jpg,188_Q05633_1691_1.jpg,188_Q05633_1691_2.jpg,188_Q05633_1691_3.jpg,188_Q05637_1695_1.jpg,188_Q05637_1695_2.jpg,188_Q05637_1695_3.jpg,188_Q01659_585_1.jpg,188_Q01659_585_2.jpg,188_Q01659_585_3.jpg,The user is interested in high-speed internet services available in their area.
Find information about forecasting tornadoes.,F0966,75,tornadoes,75_Q05082_1140_1.jpg,75_Q05082_1140_2.jpg,75_Q05082_1140_3.jpg,75_Q05080_1138_1.jpg,75_Q05080_1138_2.jpg,75_Q05080_1138_3.jpg,75_Q05083_1141_1.jpg,75_Q05083_1141_2.jpg,75_Q05083_1141_3.jpg,75_Q01459_3734_1.jpg,75_Q01459_3734_2.jpg,75_Q01459_3734_3.jpg,Gather details about tornado forecasting.
How can I lower my heart rate?,F0626,26,lower heart rate,26_Q03401_1515_1.jpg,26_Q03401_1515_2.jpg,26_Q03401_1515_3.jpg,26_Q01543_576_1.jpg,26_Q01543_576_2.jpg,26_Q01543_576_3.jpg,26_Q01193_697_1.jpg,26_Q01193_697_2.jpg,26_Q01193_697_3.jpg,26_Q02552_558_1.jpg,26_Q02552_558_2.jpg,26_Q02552_558_3.jpg,The user is interested in engaging in physical activity and finding effective ways to lower their heart rate.
What damage can an F5 tornado do?,F0639,265,F5 tornado,265_Q03137_3319_1.jpg,265_Q03137_3319_2.jpg,265_Q03137_3319_3.jpg,265_Q04361_419_1.jpg,265_Q04361_419_2.jpg,265_Q04361_419_3.jpg,265_Q02665_3378_1.jpg,265_Q02665_3378_2.jpg,265_Q02665_3378_3.jpg,265_Q03913_2675_1.jpg,265_Q03913_2675_2.jpg,265_Q03913_2675_3.jpg,Wants to see images of the damage caused by F5 tornadoes and understand their impact in greater detail.
What are the causes of BPH?,F0443,207,bph treatment,207_Q03627_328_1.jpg,207_Q03627_328_2.jpg,207_Q03627_328_3.jpg,207_Q01935_74_1.jpg,207_Q01935_74_2.jpg,207_Q01935_74_3.jpg,207_Q04944_1002_1.jpg,207_Q04944_1002_2.jpg,207_Q04944_1002_3.jpg,207_Q00387_1908_1.jpg,207_Q00387_1908_2.jpg,207_Q00387_1908_3.jpg,Understanding the underlying causes of BPH.
I want to fill in the customer satisfaction survey about my interaction with a Tennessee Highway Patrol State Trooper.,F0200,150,tn highway patrol,150_Q04406_464_1.jpg,150_Q04406_464_2.jpg,150_Q04406_464_3.jpg,150_Q02047_302_1.jpg,150_Q02047_302_2.jpg,150_Q02047_302_3.jpg,150_Q01697_3352_1.jpg,150_Q01697_3352_2.jpg,150_Q01697_3352_3.jpg,150_Q03557_2228_1.jpg,150_Q03557_2228_2.jpg,150_Q03557_2228_3.jpg,Learn more about the responsibilities of the Tennessee Highway Patrol.
"""What are the lyrics to the theme song for """"Mister Rogers' Neighborhood""""?""",F0684,278,mister rogers,278_Q00418_2663_1.jpg,278_Q00418_2663_2.jpg,278_Q00418_2663_3.jpg,278_Q03400_2532_1.jpg,278_Q03400_2532_2.jpg,278_Q03400_2532_3.jpg,278_Q00209_2861_1.jpg,278_Q00209_2861_2.jpg,278_Q00209_2861_3.jpg,278_Q04469_527_1.jpg,278_Q04469_527_2.jpg,278_Q04469_527_3.jpg,To see the theme song lyrics for Mister Rogers' Neighborhood.
What is the home port for the USS Carl Vinson?,F0426,202,uss carl vinson,202_Q00508_1281_1.jpg,202_Q00508_1281_2.jpg,202_Q00508_1281_3.jpg,202_Q03106_9_1.jpg,202_Q03106_9_2.jpg,202_Q03106_9_3.jpg,202_Q02638_2575_1.jpg,202_Q02638_2575_2.jpg,202_Q02638_2575_3.jpg,202_Q05094_1152_1.jpg,202_Q05094_1152_2.jpg,202_Q05094_1152_3.jpg,Finding USS Carl Vinson memorabilia.
What is the definition of a flowering plant?,F0748,294,flowering plants,294_Q00207_3528_1.jpg,294_Q00207_3528_2.jpg,294_Q00207_3528_3.jpg,294_Q03461_565_1.jpg,294_Q03461_565_2.jpg,294_Q03461_565_3.jpg,294_Q02751_1401_1.jpg,294_Q02751_1401_2.jpg,294_Q02751_1401_3.jpg,294_Q04367_425_1.jpg,294_Q04367_425_2.jpg,294_Q04367_425_3.jpg,Understanding what qualifies a plant as a flowering plant.
What solar water fountains are available for gardens.,F0492,218,solar water fountains,218_Q05290_1348_1.jpg,218_Q05290_1348_2.jpg,218_Q05290_1348_3.jpg,218_Q02179_2377_1.jpg,218_Q02179_2377_2.jpg,218_Q02179_2377_3.jpg,218_Q05285_1343_1.jpg,218_Q05285_1343_2.jpg,218_Q05285_1343_3.jpg,218_Q01013_2771_1.jpg,218_Q01013_2771_2.jpg,218_Q01013_2771_3.jpg,"Exploring different types of solar water fountains for gardens, specifically looking for solar water fountain kits available for gardens."
Find information on wind power in the USA.,F0432,206,wind power,206_Q00567_1052_1.jpg,206_Q00567_1052_2.jpg,206_Q00567_1052_3.jpg,206_Q00782_2712_1.jpg,206_Q00782_2712_2.jpg,206_Q00782_2712_3.jpg,206_Q00417_2394_1.jpg,206_Q00417_2394_2.jpg,206_Q00417_2394_3.jpg,206_Q04733_791_1.jpg,206_Q04733_791_2.jpg,206_Q04733_791_3.jpg,"The user is interested in finding information on wind power in the USA and is keen on exploring the aspects surrounding wind energy, including how it works."
What does the Afghanistan flag's national emblem represent?,F0565,243,afghanistan flag,243_Q03588_3138_1.jpg,243_Q03588_3138_2.jpg,243_Q03588_3138_3.jpg,243_Q03617_1799_1.jpg,243_Q03617_1799_2.jpg,243_Q03617_1799_3.jpg,243_Q04479_537_1.jpg,243_Q04479_537_2.jpg,243_Q04479_537_3.jpg,243_Q02666_968_1.jpg,243_Q02666_968_2.jpg,243_Q02666_968_3.jpg,The user wants to know what the emblem on the Afghanistan flag represents.
What characters inhabited Mister Rogers' Neighborhood?,F0686,278,mister rogers,278_Q00418_2663_1.jpg,278_Q00418_2663_2.jpg,278_Q00418_2663_3.jpg,278_Q01231_3571_1.jpg,278_Q01231_3571_2.jpg,278_Q01231_3571_3.jpg,278_Q00431_1417_1.jpg,278_Q00431_1417_2.jpg,278_Q00431_1417_3.jpg,278_Q02560_3577_1.jpg,278_Q02560_3577_2.jpg,278_Q02560_3577_3.jpg,"Learn about the characters from Mister Rogers' Neighborhood, specifically focusing on the purple panda."
Where can I find Volvo semi trucks for sale (new or used)?,F0458,21,volvo,21_Q04715_773_1.jpg,21_Q04715_773_2.jpg,21_Q04715_773_3.jpg,21_Q03058_181_1.jpg,21_Q03058_181_2.jpg,21_Q03058_181_3.jpg,21_Q04717_775_1.jpg,21_Q04717_775_2.jpg,21_Q04717_775_3.jpg,21_Q00040_2149_1.jpg,21_Q00040_2149_2.jpg,21_Q00040_2149_3.jpg,Find semi trucks for sale from Volvo.
find sites that support Martha Stewart with respect to the insider trading case,F0186,148,martha stewart and imclone,148_Q02357_1033_1.jpg,148_Q02357_1033_2.jpg,148_Q02357_1033_3.jpg,148_Q00548_3497_1.jpg,148_Q00548_3497_2.jpg,148_Q00548_3497_3.jpg,148_Q04344_402_1.jpg,148_Q04344_402_2.jpg,148_Q04344_402_3.jpg,148_Q00394_851_1.jpg,148_Q00394_851_2.jpg,148_Q00394_851_3.jpg,Finding sites that support Martha Stewart with respect to the insider trading case.
