id,facet,facet_id,topic_id,topic,question1,answer1,id_1,image1_1,image1_2,image1_3,question2,answer2,id_2,image2_1,image2_2,image2_3,question3,answer3,id_3,image3_1,image3_2,image3_3
238,rock and gem shows that offer lapidary classes,F0150,137,rock and gem shows,what local rock and gem shows are you looking for from this list,"No, I'm not interested in that list for rock and gem shows.",Q02843,137_Q02843_417_1.jpg,137_Q02843_417_2.jpg,137_Q02843_417_3.jpg,Would you like to see rocks and gems?,"I'm interested in events that focus on rocks and gems, particularly those that include hands-on learning opportunities.",Q05546,137_Q05546_1604_1.jpg,137_Q05546_1604_2.jpg,137_Q05546_1604_3.jpg,would you like a list of rock and gem shows in 2019,I'm more interested in a list of rock and gem shows that offer lapidary classes.,Q03171,137_Q03171_1308_1.jpg,137_Q03171_1308_2.jpg,137_Q03171_1308_3.jpg
239,contact information for Jax Chemical Company,F0152,138,jax chemical company,Would you like to know about metal finishing?,"No, I am not interested in that topic.",Q04475,138_Q04475_533_1.jpg,138_Q04475_533_2.jpg,138_Q04475_533_3.jpg,do you need info on jax chemical company,I need some basic information about the company to get in touch with them.,Q01634,138_Q01634_1649_1.jpg,138_Q01634_1649_2.jpg,138_Q01634_1649_3.jpg,would you like to see their homepage,"I appreciate the offer, but I'm primarily interested in finding the contact information for Jax Chemical Company.",Q03907,138_Q03907_2611_1.jpg,138_Q03907_2611_2.jpg,138_Q03907_2611_3.jpg
240,contact information for Jax Chemical Company,F0152,138,jax chemical company,Would you like to know about metal finishing?,"No, I'm not interested in that topic.",Q04475,138_Q04475_533_1.jpg,138_Q04475_533_2.jpg,138_Q04475_533_3.jpg,do you need to know who the ceo of jax chemical company is,"I’m interested in getting more specific details, but not necessarily about a specific person.",Q01732,138_Q01732_2088_1.jpg,138_Q01732_2088_2.jpg,138_Q01732_2088_3.jpg,do you need info on jax chemical company,Yes. How do I contact them?,Q01634,138_Q01634_1649_1.jpg,138_Q01634_1649_2.jpg,138_Q01634_1649_3.jpg
241,contact information for Jax Chemical Company,F0152,138,jax chemical company,do you want a jax chemical company coupon,"No, I'm not interested in that right now.",Q01762,138_Q01762_552_1.jpg,138_Q01762_552_2.jpg,138_Q01762_552_3.jpg,Are you interested in Jax Chemical Company darkener?,I'm primarily looking for some details regarding the company.,Q04472,138_Q04472_530_1.jpg,138_Q04472_530_2.jpg,138_Q04472_530_3.jpg,do you need info on jax chemical company,Yes. How do I contact them?,Q01634,138_Q01634_1649_1.jpg,138_Q01634_1649_2.jpg,138_Q01634_1649_3.jpg
242,contact information for Jax Chemical Company,F0152,138,jax chemical company,do you need to know who the ceo of jax chemical company is,"No, I'm not interested in that information.",Q01732,138_Q01732_2088_1.jpg,138_Q01732_2088_2.jpg,138_Q01732_2088_3.jpg,do you need product information,"I have some specific needs, but my focus right now is elsewhere.",Q01678,138_Q01678_450_1.jpg,138_Q01678_450_2.jpg,138_Q01678_450_3.jpg,do you need contact information,"Yes, I need contact information for Jax Chemical Company.",Q01609,138_Q01609_791_1.jpg,138_Q01609_791_2.jpg,138_Q01609_791_3.jpg
243,find the home page of the Jax Chemical Company,F0153,138,jax chemical company,do you need info on what jax chemical company produces,"No, I don't require any information about the products of Jax Chemical Company.",Q01636,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,do you need contact information,"Yes, I’m primarily interested in locating their website.",Q01609,138_Q01609_791_1.jpg,138_Q01609_791_2.jpg,138_Q01609_791_3.jpg,do you need info on jax chemical company,"Yes, I want to see their home page.",Q01634,138_Q01634_1649_1.jpg,138_Q01634_1649_2.jpg,138_Q01634_1649_3.jpg
244,What type of surface treatment products does Jax Chemical Company manufacture?,F0154,138,jax chemical company,do you need info on what jax chemical company produces,"No, I am focused on surface treatment products.",Q01636,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,would you like to place an order,"I'm currently not in the position to place an order, but I am interested in learning more about the products.",Q03771,138_Q03771_1732_1.jpg,138_Q03771_1732_2.jpg,138_Q03771_1732_3.jpg,Would you like a list of jax chemical company products?,I'm interested in finding out what type of surface treatment products Jax Chemical Company manufactures.,Q04476,138_Q04476_534_1.jpg,138_Q04476_534_2.jpg,138_Q04476_534_3.jpg
245,What type of surface treatment products does Jax Chemical Company manufacture?,F0154,138,jax chemical company,do you need info on what jax chemical company produces,"No, I don’t need information on what Jax Chemical Company produces.",Q01636,138_Q01636_1678_1.jpg,138_Q01636_1678_2.jpg,138_Q01636_1678_3.jpg,would you like to place an order,"I appreciate the offer, but I am currently not looking to make any purchases.",Q03771,138_Q03771_1732_1.jpg,138_Q03771_1732_2.jpg,138_Q03771_1732_3.jpg,would you like to see their homepage,"Sure, I'd like to see their homepage to find out more about what type of surface treatment products Jax Chemical Company manufactures.",Q03907,138_Q03907_2611_1.jpg,138_Q03907_2611_2.jpg,138_Q03907_2611_3.jpg
246,What type of surface treatment products does Jax Chemical Company manufacture?,F0154,138,jax chemical company,do you want a jax chemical company coupon,"No, I'm not interested in a coupon right now.",Q01762,138_Q01762_552_1.jpg,138_Q01762_552_2.jpg,138_Q01762_552_3.jpg,do you need details on where jax chemical company is,"I’m interested in learning more about their products, but specifics about their location aren't my priority right now.",Q01612,138_Q01612_468_1.jpg,138_Q01612_468_2.jpg,138_Q01612_468_3.jpg,would you like to see their homepage,"Sure, I would like to see their homepage to find out what type of surface treatment products Jax Chemical Company manufactures.",Q03907,138_Q03907_2611_1.jpg,138_Q03907_2611_2.jpg,138_Q03907_2611_3.jpg
247,discussion of the impending sale of the Rocky Mountain News,F0156,139,rocky mountain news,are you interested inn information about the national park,"No, I'm not looking for information about national parks right now.",Q00570,139_Q00570_61_1.jpg,139_Q00570_61_2.jpg,139_Q00570_61_3.jpg,do you want to read geology of the mountain range,"I'm not interested in that topic at the moment, but I do have thoughts on related matters.",Q02415,139_Q02415_508_1.jpg,139_Q02415_508_2.jpg,139_Q02415_508_3.jpg,who do you want to find news reported by,Nobody. I just want information about the impending sale of the Rocky Mountain News.,Q03103,139_Q03103_1219_1.jpg,139_Q03103_1219_2.jpg,139_Q03103_1219_3.jpg
248,discussion of the impending sale of the Rocky Mountain News,F0156,139,rocky mountain news,are you interested inn information about the national park,"No, I'm not looking for information on that topic.",Q00570,139_Q00570_61_1.jpg,139_Q00570_61_2.jpg,139_Q00570_61_3.jpg,what type of news are you interested in,I'm interested in news regarding the future of a certain publication.,Q02926,139_Q02926_1064_1.jpg,139_Q02926_1064_2.jpg,139_Q02926_1064_3.jpg,who do you want to find news reported by,Nobody. I just want information about the impending sale of the Rocky Mountain News.,Q03103,139_Q03103_1219_1.jpg,139_Q03103_1219_2.jpg,139_Q03103_1219_3.jpg
249,home page of the Rocky Mountain News,F0157,139,rocky mountain news,who do you want to find news reported by,"No, I’m looking for the homepage of the Rocky Mountain News.",Q03103,139_Q03103_1219_1.jpg,139_Q03103_1219_2.jpg,139_Q03103_1219_3.jpg,do you want to read geology of the mountain range,I'm not particularly interested in that topic right now.,Q02415,139_Q02415_508_1.jpg,139_Q02415_508_2.jpg,139_Q02415_508_3.jpg,are you looking for information regarding the rocky mountain range,I'm interested in gathering information about the Rocky Mountain News.,Q00910,139_Q00910_3878_1.jpg,139_Q00910_3878_2.jpg,139_Q00910_3878_3.jpg
250,home page of the Rocky Mountain News,F0157,139,rocky mountain news,Do you want to see pictures of the Rocky Mountain News staff?,"No, I'm not interested in that.",Q04610,139_Q04610_668_1.jpg,139_Q04610_668_2.jpg,139_Q04610_668_3.jpg,who do you want to find news reported by,"I would like to access the homepage, but I'm also interested in finding various news sources.",Q03103,139_Q03103_1219_1.jpg,139_Q03103_1219_2.jpg,139_Q03103_1219_3.jpg,are you talking about news in colorado,"Yes, I am talking about news in Colorado as featured on the home page of the Rocky Mountain News.",Q01337,139_Q01337_1341_1.jpg,139_Q01337_1341_2.jpg,139_Q01337_1341_3.jpg
251,home page of the Rocky Mountain News,F0157,139,rocky mountain news,who do you want to find news reported by,"No, I'm just looking for the homepage of the Rocky Mountain News.",Q03103,139_Q03103_1219_1.jpg,139_Q03103_1219_2.jpg,139_Q03103_1219_3.jpg,do you want to read geology of the mountain range,I’m not particularly interested in that topic at the moment.,Q02415,139_Q02415_508_1.jpg,139_Q02415_508_2.jpg,139_Q02415_508_3.jpg,do you want to incude both canadian and us news sources,"Yes, I would like to include both Canadian and US news sources on the home page of the Rocky Mountain News.",Q01957,139_Q01957_3916_1.jpg,139_Q01957_3916_2.jpg,139_Q01957_3916_3.jpg
252,home page of the Rocky Mountain News,F0157,139,rocky mountain news,Are you interested in other Colorado Newspapers?,"No, I prefer to focus on the Rocky Mountain News for my updates.",Q04611,139_Q04611_669_1.jpg,139_Q04611_669_2.jpg,139_Q04611_669_3.jpg,who do you want to find news reported by,I'm mainly looking for a particular news source at the moment.,Q03103,139_Q03103_1219_1.jpg,139_Q03103_1219_2.jpg,139_Q03103_1219_3.jpg,what type of news are you interested in,I'm interested in exploring the home page of the Rocky Mountain News for the latest updates and articles.,Q02926,139_Q02926_1064_1.jpg,139_Q02926_1064_2.jpg,139_Q02926_1064_3.jpg
253,"Go to the Discovery Channel's dinosaur site, which has pictures of dinosaurs and games.",F0159,14,dinosaurs,do you want a list of dinosaur names,"No, I'm more interested in exploring the games and activities on the dinosaur page.",Q01766,14_Q01766_2969_1.jpg,14_Q01766_2969_2.jpg,14_Q01766_2969_3.jpg,Which dinosaurs would you like to know about?,"I have a general interest in dinosaurs, particularly those from a specific period.",Q05243,14_Q05243_1301_1.jpg,14_Q05243_1301_2.jpg,14_Q05243_1301_3.jpg,are you looking for a specific dinosaur,"No, I'm more interested in exploring the Discovery Channel's dinosaur site for pictures of dinosaurs and games.",Q00670,14_Q00670_2673_1.jpg,14_Q00670_2673_2.jpg,14_Q00670_2673_3.jpg
254,"Go to the Discovery Channel's dinosaur site, which has pictures of dinosaurs and games.",F0159,14,dinosaurs,are you looking for dinosaur books,"No, I'm not currently searching for dinosaur books.",Q00804,14_Q00804_899_1.jpg,14_Q00804_899_2.jpg,14_Q00804_899_3.jpg,are you looking for a specific web site about dinosaurs,"Yes, I have a specific site in mind that I think would be helpful.",Q00698,14_Q00698_2577_1.jpg,14_Q00698_2577_2.jpg,14_Q00698_2577_3.jpg,Which dinosaurs would you like to know about?,I would like to go to the Discovery Channel's dinosaur site to see pictures of dinosaurs and maybe explore some games about them.,Q05243,14_Q05243_1301_1.jpg,14_Q05243_1301_2.jpg,14_Q05243_1301_3.jpg
255,"Go to the Discovery Channel's dinosaur site, which has pictures of dinosaurs and games.",F0159,14,dinosaurs,Would you like to know about the types of dinosaurs that existed?,"No, I'm not interested in that.",Q05240,14_Q05240_1298_1.jpg,14_Q05240_1298_2.jpg,14_Q05240_1298_3.jpg,are you interested in home decor items that are dinosaur related,"I’m not really into home decor items, but I do enjoy learning about dinosaurs in other ways.",Q00230,14_Q00230_1338_1.jpg,14_Q00230_1338_2.jpg,14_Q00230_1338_3.jpg,are you looking for a specific dinosaur,"No, I am actually looking to explore the Discovery Channel's dinosaur site, which has pictures of dinosaurs and games.",Q00670,14_Q00670_2673_1.jpg,14_Q00670_2673_2.jpg,14_Q00670_2673_3.jpg
256,"Go to the Discovery Channel's dinosaur site, which has pictures of dinosaurs and games.",F0159,14,dinosaurs,are you looking for dinosaur books,"No, I'm not in search of dinosaur books.",Q00804,14_Q00804_899_1.jpg,14_Q00804_899_2.jpg,14_Q00804_899_3.jpg,Can I tell you about the different periods when dinosaurs lived?,I'm interested in exploring a specific site related to dinosaurs that could offer engaging content.,Q05242,14_Q05242_1300_1.jpg,14_Q05242_1300_2.jpg,14_Q05242_1300_3.jpg,would you like to see pictures or videos of dinosaurs,I want to go to the Discovery channel which has a dinosaur site.,Q03869,14_Q03869_935_1.jpg,14_Q03869_935_2.jpg,14_Q03869_935_3.jpg
257,"Go to the Discovery Channel's dinosaur site, which has pictures of dinosaurs and games.",F0159,14,dinosaurs,are you looking for dinosaur books,"No, I am not currently interested in books about dinosaurs.",Q00804,14_Q00804_899_1.jpg,14_Q00804_899_2.jpg,14_Q00804_899_3.jpg,are you looking for a specific web site about dinosaurs,"Yes, I'm interested in a site that provides engaging content about dinosaurs.",Q00698,14_Q00698_2577_1.jpg,14_Q00698_2577_2.jpg,14_Q00698_2577_3.jpg,Which dinosaurs would you like to know about?,I would like to go to the Discovery Channel's dinosaur site to learn about different dinosaurs and see the pictures and games available there.,Q05243,14_Q05243_1301_1.jpg,14_Q05243_1301_2.jpg,14_Q05243_1301_3.jpg
