id,facet,facet_id,topic_id,topic,question1,answer1,id_1,image1_1,image1_2,image1_3,question2,answer2,id_2,image2_1,image2_2,image2_3,question3,answer3,id_3,image3_1,image3_2,image3_3,question4,answer4,id_4,image4_1,image4_2,image4_3
289,What are the Maryland Department of Natural Resources' regulations for deer hunting?,F0254,162,dnr,Do you want a dnr tattoo?,"No, I'm not interested in that.  ",Q04223,162_Q04223_281_1.jpg,162_Q04223_281_2.jpg,162_Q04223_281_3.jpg,would you like to fill an application for a hunting licence,"No, I don't plan on doing that.",Q03336,162_Q03336_3701_1.jpg,162_Q03336_3701_2.jpg,162_Q03336_3701_3.jpg,what specific dnr are you referring to,I'm referring to the regulations set by the Maryland Department of Natural Resources. I'm interested in understanding the rules related to deer hunting.,Q02879,162_Q02879_3615_1.jpg,162_Q02879_3615_2.jpg,162_Q02879_3615_3.jpg,do you mean do not resuscitate,"No, I want to know about hunting.",Q01569,162_Q01569_1552_1.jpg,162_Q01569_1552_2.jpg,162_Q01569_1552_3.jpg
290,Provide Arkansas tourist information.,F0255,163,arkansas,would you like to read about colleges in arkansas,"No, that's not something I'm interested in right now.  ",Q03779,163_Q03779_343_1.jpg,163_Q03779_343_2.jpg,163_Q03779_343_3.jpg,do you need to know the next arkansas game time,"No, that doesn't really appeal to me at the moment.",Q01725,163_Q01725_3603_1.jpg,163_Q01725_3603_2.jpg,163_Q01725_3603_3.jpg,do you want to know the most famous person from arkansas,I'm more interested in exploring various aspects of Arkansas tourism.,Q02226,163_Q02226_1989_1.jpg,163_Q02226_1989_2.jpg,163_Q02226_1989_3.jpg,which city in arkansas are you interested in,I’m interested in getting Arkansas tourist information for a specific city.,Q03013,163_Q03013_3600_1.jpg,163_Q03013_3600_2.jpg,163_Q03013_3600_3.jpg
291,"Provide information on the city of Little Rock, Arkansas.",F0257,163,arkansas,do you need a map of arkansas,"No, I'm not interested in locating that area.  ",Q01584,163_Q01584_358_1.jpg,163_Q01584_358_2.jpg,163_Q01584_358_3.jpg,Do you want to see buildings in Arkansas?,"No, I'm not in the mood to explore those places.",Q04277,163_Q04277_335_1.jpg,163_Q04277_335_2.jpg,163_Q04277_335_3.jpg,Would you like to see Arkansas on the map?,"I'm not particularly interested in seeing Arkansas on the map, but I do have other aspects of the city that I'm curious about.",Q04276,163_Q04276_334_1.jpg,163_Q04276_334_2.jpg,163_Q04276_334_3.jpg,do you want to know the most famous person from arkansas,"I am not interested in these people, I would like to know about cities.",Q02226,163_Q02226_1989_1.jpg,163_Q02226_1989_2.jpg,163_Q02226_1989_3.jpg
292,Find information on colleges and universities in Arkansas.,F0258,163,arkansas,Are you interested in Arkansas's outdoor?,"No, I am looking for different information.  ",Q04278,163_Q04278_336_1.jpg,163_Q04278_336_2.jpg,163_Q04278_336_3.jpg,do you need to know the next arkansas game time,"No, I am not focusing on that right now.",Q01725,163_Q01725_3603_1.jpg,163_Q01725_3603_2.jpg,163_Q01725_3603_3.jpg,do you want information on jobs in arkansas,I am interested in exploring educational options in the state.,Q01829,163_Q01829_2843_1.jpg,163_Q01829_2843_2.jpg,163_Q01829_2843_3.jpg,which city in arkansas are you interested in,"I'm interested in finding information on colleges and universities in Arkansas, so I would like to know which city you have in mind.",Q03013,163_Q03013_3600_1.jpg,163_Q03013_3600_2.jpg,163_Q03013_3600_3.jpg
293,What hobby stores carry trains?,F0259,164,hobby stores,is this a hobby for an adult,"No, I am not interested in that as a pastime.  ",Q02625,164_Q02625_1374_1.jpg,164_Q02625_1374_2.jpg,164_Q02625_1374_3.jpg,do you want to know hours of operation,"No, I don’t need that information at this time.",Q02032,164_Q02032_3015_1.jpg,164_Q02032_3015_2.jpg,164_Q02032_3015_3.jpg,will tihs hobby involve excercise equipment,"I am exploring various hobbies, but my current focus is not on exercise equipment.",Q03124,164_Q03124_800_1.jpg,164_Q03124_800_2.jpg,164_Q03124_800_3.jpg,are you looking for coupons,no store list only,Q00789,164_Q00789_3036_1.jpg,164_Q00789_3036_2.jpg,164_Q00789_3036_3.jpg
294,What hobby stores carry trains?,F0259,164,hobby stores,is this for a school craft or play,"No, I'm just looking for information on hobby stores.  ",Q02629,164_Q02629_357_1.jpg,164_Q02629_357_2.jpg,164_Q02629_357_3.jpg,do you want to know hours of operation,"No, I have that information already.",Q02032,164_Q02032_3015_1.jpg,164_Q02032_3015_2.jpg,164_Q02032_3015_3.jpg,are you looking for stores that are currently open,I'm interested in a specific type of store that offers particular items related to my hobby.,Q01038,164_Q01038_2114_1.jpg,164_Q01038_2114_2.jpg,164_Q01038_2114_3.jpg,Would you like to see hobby store examples?,"Yes, I would like to see hobby store examples that carry trains.",Q05260,164_Q05260_1318_1.jpg,164_Q05260_1318_2.jpg,164_Q05260_1318_3.jpg
295,Find a list of hobby stores in Maryland.,F0260,164,hobby stores,do you want to know hours of operation,"No, that’s not necessary right now.  ",Q02032,164_Q02032_3015_1.jpg,164_Q02032_3015_2.jpg,164_Q02032_3015_3.jpg,Should I pull up a list of  popular hobby stores in the United States?,"No, that wouldn't be of interest to me.",Q05261,164_Q05261_1319_1.jpg,164_Q05261_1319_2.jpg,164_Q05261_1319_3.jpg,Are you interested in purchasing a hobby store franchise?,I'm mainly looking for information on local hobby stores at the moment.,Q05263,164_Q05263_1321_1.jpg,164_Q05263_1321_2.jpg,164_Q05263_1321_3.jpg,will tihs hobby involve excercise equipment,I want general hobby stores in maryland.,Q03124,164_Q03124_800_1.jpg,164_Q03124_800_2.jpg,164_Q03124_800_3.jpg
296,Find a list of hobby stores in Maryland.,F0260,164,hobby stores,Are you interested in purchasing a hobby store franchise?,"No, I’m not looking to invest in that type of business.  ",Q05263,164_Q05263_1321_1.jpg,164_Q05263_1321_2.jpg,164_Q05263_1321_3.jpg,Would you like to see examples of hobby stores?,"No, I have all the information I need at the moment.",Q05258,164_Q05258_1316_1.jpg,164_Q05258_1316_2.jpg,164_Q05258_1316_3.jpg,what type of hobby are you looking for,I have an interest in exploring different stores that might cater to various hobbies in my area.,Q02920,164_Q02920_880_1.jpg,164_Q02920_880_2.jpg,164_Q02920_880_3.jpg,do you want stores with physical locations or online stores,"I'm looking for a list of hobby stores in Maryland, so I'm interested in stores with physical locations.",Q01869,164_Q01869_3355_1.jpg,164_Q01869_3355_2.jpg,164_Q01869_3355_3.jpg
297,Where can I buy radio-controlled planes?,F0261,164,hobby stores,will tihs hobby involve excercise equipment,"No, I'm not interested in that.  ",Q03124,164_Q03124_800_1.jpg,164_Q03124_800_2.jpg,164_Q03124_800_3.jpg,are you looking for coupons,"No, I don't need those.",Q00789,164_Q00789_3036_1.jpg,164_Q00789_3036_2.jpg,164_Q00789_3036_3.jpg,what kind of train are you looking for,"I'm interested in a specific type of model, but it's not what you're asking about.",Q02836,164_Q02836_688_1.jpg,164_Q02836_688_2.jpg,164_Q02836_688_3.jpg,Would you like to see examples of hobby stores?,I am looking specifically for where I can buy radio-controlled planes.,Q05258,164_Q05258_1316_1.jpg,164_Q05258_1316_2.jpg,164_Q05258_1316_3.jpg
298,Where can I buy radio-controlled planes?,F0261,164,hobby stores,is this for a school craft or play,I don't have that information.  ,Q02629,164_Q02629_357_1.jpg,164_Q02629_357_2.jpg,164_Q02629_357_3.jpg,what kind of train are you looking for,I'm not interested in that right now.,Q02836,164_Q02836_688_1.jpg,164_Q02836_688_2.jpg,164_Q02836_688_3.jpg,is this a hobby for child,I'm interested in exploring different avenues related to radio-controlled planes.,Q02626,164_Q02626_3204_1.jpg,164_Q02626_3204_2.jpg,164_Q02626_3204_3.jpg,are you looking for stores that are currently open,yes,Q01038,164_Q01038_2114_1.jpg,164_Q01038_2114_2.jpg,164_Q01038_2114_3.jpg
299,Where can I buy radio-controlled planes?,F0261,164,hobby stores,are you looking for stores that are currently open,That's not something I'm interested in.  ,Q01038,164_Q01038_2114_1.jpg,164_Q01038_2114_2.jpg,164_Q01038_2114_3.jpg,do you want to know hours of operation,I'm not seeking that information at the moment.,Q02032,164_Q02032_3015_1.jpg,164_Q02032_3015_2.jpg,164_Q02032_3015_3.jpg,is this a hobby for an adult,I'm interested in exploring different options related to this hobby.,Q02625,164_Q02625_1374_1.jpg,164_Q02625_1374_2.jpg,164_Q02625_1374_3.jpg,Would you like to see hobby store examples?,"Yes, I would love to know where I can buy radio-controlled planes.",Q05260,164_Q05260_1318_1.jpg,164_Q05260_1318_2.jpg,164_Q05260_1318_3.jpg
300,Where can I buy radio-controlled planes?,F0261,164,hobby stores,Would you like to see hobby ideas?,"No, I am not interested in exploring hobby ideas at the moment.  ",Q05259,164_Q05259_1317_1.jpg,164_Q05259_1317_2.jpg,164_Q05259_1317_3.jpg,what type of hobby are you looking for,"No, I am considering other options for my interests.",Q02920,164_Q02920_880_1.jpg,164_Q02920_880_2.jpg,164_Q02920_880_3.jpg,are you looking for coupons,I'm primarily interested in finding a place to purchase radio-controlled planes.,Q00789,164_Q00789_3036_1.jpg,164_Q00789_3036_2.jpg,164_Q00789_3036_3.jpg,is this a hobby for child,"No, it's for an adult. I am looking for radio controlled planes.",Q02626,164_Q02626_3204_1.jpg,164_Q02626_3204_2.jpg,164_Q02626_3204_3.jpg
301,Where can I buy radio-controlled planes?,F0261,164,hobby stores,what type of hobby are you looking for,I'm not interested in that.  ,Q02920,164_Q02920_880_1.jpg,164_Q02920_880_2.jpg,164_Q02920_880_3.jpg,what kind of train are you looking for,That's not what I'm looking for.,Q02836,164_Q02836_688_1.jpg,164_Q02836_688_2.jpg,164_Q02836_688_3.jpg,are you looking for a specific hobby store,I am exploring different options for purchasing radio-controlled planes.,Q00675,164_Q00675_477_1.jpg,164_Q00675_477_2.jpg,164_Q00675_477_3.jpg,are you looking for a radiocontrolled plane,"Yes, I am looking to buy radio-controlled planes.",Q00659,164_Q00659_1206_1.jpg,164_Q00659_1206_2.jpg,164_Q00659_1206_3.jpg
302,Where can I buy radio-controlled planes?,F0261,164,hobby stores,Would you like to see hobby ideas?,"No, I prefer exploring other options.  ",Q05259,164_Q05259_1317_1.jpg,164_Q05259_1317_2.jpg,164_Q05259_1317_3.jpg,are you looking for stores that are currently open,"No, I am not in need of that information.",Q01038,164_Q01038_2114_1.jpg,164_Q01038_2114_2.jpg,164_Q01038_2114_3.jpg,is this a hobby for child,"I’m exploring options related to this interest, but my target audience may be different.",Q02626,164_Q02626_3204_1.jpg,164_Q02626_3204_2.jpg,164_Q02626_3204_3.jpg,are you looking for a specific hobby store,"Yes, I am looking for a specific hobby store where I can buy radio-controlled planes.",Q00675,164_Q00675_477_1.jpg,164_Q00675_477_2.jpg,164_Q00675_477_3.jpg
303,What is the website for HobbyTown USA?,F0262,164,hobby stores,Would you like to see examples of hobby stores?,"No, I don't need those right now.  ",Q05258,164_Q05258_1316_1.jpg,164_Q05258_1316_2.jpg,164_Q05258_1316_3.jpg,Should I pull up a list of  popular hobby stores in the United States?,"No, that won't be necessary.",Q05261,164_Q05261_1319_1.jpg,164_Q05261_1319_2.jpg,164_Q05261_1319_3.jpg,is this a hobby for child,"I am interested in exploring options related to that topic, but my focus is currently on something else.",Q02626,164_Q02626_3204_1.jpg,164_Q02626_3204_2.jpg,164_Q02626_3204_3.jpg,is this a hobby for an adult,I am not sure how this is relevant.,Q02625,164_Q02625_1374_1.jpg,164_Q02625_1374_2.jpg,164_Q02625_1374_3.jpg
304,What is the website for HobbyTown USA?,F0262,164,hobby stores,Would you like to see hobby ideas?,"No, I'm not interested in that.  ",Q05259,164_Q05259_1317_1.jpg,164_Q05259_1317_2.jpg,164_Q05259_1317_3.jpg,Would you like to see examples of hobby stores?,"No, I prefer to focus on other topics.",Q05258,164_Q05258_1316_1.jpg,164_Q05258_1316_2.jpg,164_Q05258_1316_3.jpg,is this a hobby for child,"I'm primarily interested in the website, rather than focusing on broader topics like hobbies for children.",Q02626,164_Q02626_3204_1.jpg,164_Q02626_3204_2.jpg,164_Q02626_3204_3.jpg,are you looking for a specific hobby store,yes,Q00675,164_Q00675_477_1.jpg,164_Q00675_477_2.jpg,164_Q00675_477_3.jpg
305,Find a picture of a blue-throated hummingbird.,F0263,165,blue throated hummingbird,would you like to know where it originates from,"No, I'm not interested in that.  ",Q03693,165_Q03693_1330_1.jpg,165_Q03693_1330_2.jpg,165_Q03693_1330_3.jpg,Would you like to see the blue throated hummingbird eggs?,"No, that doesn't appeal to me right now.",Q04989,165_Q04989_1047_1.jpg,165_Q04989_1047_2.jpg,165_Q04989_1047_3.jpg,Would you like to see photos of the hummingbird family tree?,I'm primarily interested in specific images of a hummingbird rather than a broader exploration of the family.,Q04990,165_Q04990_1048_1.jpg,165_Q04990_1048_2.jpg,165_Q04990_1048_3.jpg,what similar species are you looking for,I want to see a blue throated one.,Q02873,165_Q02873_1979_1.jpg,165_Q02873_1979_2.jpg,165_Q02873_1979_3.jpg
306,Find a picture of a blue-throated hummingbird.,F0263,165,blue throated hummingbird,Would you like to see the blue throated hummingbird eggs?,"No, I'm not interested in that.  ",Q04989,165_Q04989_1047_1.jpg,165_Q04989_1047_2.jpg,165_Q04989_1047_3.jpg,do you want to learn more about how blue throated hummingbirds mate,"No, that's not something I'm curious about.",Q02385,165_Q02385_3279_1.jpg,165_Q02385_3279_2.jpg,165_Q02385_3279_3.jpg,would you like to learn about how fast blue throated hummingbirds are,"I am interested in finding specific images, but I am not focused on additional details about their speed.",Q03735,165_Q03735_1026_1.jpg,165_Q03735_1026_2.jpg,165_Q03735_1026_3.jpg,do you want to know what they look like,"Yes, I want to know what they look like, so I’m looking to find a picture of a blue-throated hummingbird.",Q02305,165_Q02305_577_1.jpg,165_Q02305_577_2.jpg,165_Q02305_577_3.jpg
307,Find a picture of a blue-throated hummingbird.,F0263,165,blue throated hummingbird,are you interested in learning about where blue throated hummingbirds live,"No, I prefer to focus on other topics.  ",Q00286,165_Q00286_1775_1.jpg,165_Q00286_1775_2.jpg,165_Q00286_1775_3.jpg,would you like to learn about how fast blue throated hummingbirds are,"No, I'm not interested in that information.",Q03735,165_Q03735_1026_1.jpg,165_Q03735_1026_2.jpg,165_Q03735_1026_3.jpg,Would you like to see photos of the hummingbird family tree?,I'm primarily interested in seeing photos of the blue-throated hummingbird specifically.,Q04990,165_Q04990_1048_1.jpg,165_Q04990_1048_2.jpg,165_Q04990_1048_3.jpg,do you want to know what they look like,"Yes, I'm curious to find a picture of a blue-throated hummingbird to see what they look like.",Q02305,165_Q02305_577_1.jpg,165_Q02305_577_2.jpg,165_Q02305_577_3.jpg
308,The blue-throated hummingbird is native to what areas?,F0266,165,blue throated hummingbird,Are you looking for the blue throated hummingbird's diet?,"No, I'm not interested in that aspect.  ",Q04986,165_Q04986_1044_1.jpg,165_Q04986_1044_2.jpg,165_Q04986_1044_3.jpg,do you want to know if blue throated hummingbirds are nice,"No, that's not what I'm focused on.",Q02117,165_Q02117_1405_1.jpg,165_Q02117_1405_2.jpg,165_Q02117_1405_3.jpg,would you like to learn about how blue throated hummingbirds eat,I'm really more interested in exploring their natural habitats.,Q03734,165_Q03734_1526_1.jpg,165_Q03734_1526_2.jpg,165_Q03734_1526_3.jpg,do you want to find them in mexico or in the us,I want to find out if the blue-throated hummingbird is native to areas in Mexico or the US.,Q01946,165_Q01946_1681_1.jpg,165_Q01946_1681_2.jpg,165_Q01946_1681_3.jpg
309,The blue-throated hummingbird is native to what areas?,F0266,165,blue throated hummingbird,do you want to know if blue throated hummingbirds are nice,"No, that's not something I'm interested in.  ",Q02117,165_Q02117_1405_1.jpg,165_Q02117_1405_2.jpg,165_Q02117_1405_3.jpg,are you curious about the size,"No, my focus is elsewhere.",Q00049,165_Q00049_927_1.jpg,165_Q00049_927_2.jpg,165_Q00049_927_3.jpg,are you wanting to know its scientific name,"I'm not interested in that aspect, but I do have some other questions about its origins.",Q01412,165_Q01412_2168_1.jpg,165_Q01412_2168_2.jpg,165_Q01412_2168_3.jpg,do you want to find them in mexico or in the us,Are those the natural habitats of this bird? I want to find out where they are native to.,Q01946,165_Q01946_1681_1.jpg,165_Q01946_1681_2.jpg,165_Q01946_1681_3.jpg
